Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
33,1,1,0,0,85710.0,1062,4401,5,600,20,350,29,30,33,6,9,10,1,1,2,2
53,2,1,1,1,23228.0,40,4135,71,13,2,18,6,1,0,2,0,3,2,0,8,0
53,3,1,1,2,44602.0,292,4115,35,167,2,89,0,0,34,6,1,4,6,0,8,1
35,2,1,0,0,7500.0,15,4517,94,0,2,3,4,1,5,0,0,3,1,0,6,0
33,1,1,1,1,38683.0,341,4614,80,46,35,69,84,41,66,4,1,6,6,0,7,1
47,1,0,1,1,49514.0,369,4175,61,88,39,78,58,13,93,6,1,4,2,0,7,1
49,4,1,1,1,57906.0,401,4364,29,243,11,119,10,3,15,4,2,8,3,0,4,1
56,3,0,1,1,43456.0,393,4441,0,275,11,68,25,7,7,5,1,8,3,0,5,1
36,3,0,1,2,19485.0,10,4259,80,6,0,4,0,0,0,1,0,2,1,0,7,0
44,2,1,1,1,53172.0,486,4400,54,121,62,90,68,20,125,2,3,8,3,0,3,1
43,2,1,1,1,30545.0,69,4601,71,4,12,15,19,7,12,2,0,3,2,0,7,0
39,4,1,0,0,70123.0,1727,4255,27,1308,0,396,23,0,0,5,7,4,1,2,3,2
63,2,0,1,1,62450.0,995,4155,61,515,47,267,62,66,38,5,5,4,2,1,3,2
46,2,1,1,1,21675.0,45,3999,55,4,0,16,17,4,4,4,0,3,3,0,7,0
41,1,0,1,2,42395.0,182,4067,35,48,13,57,24,15,25,3,1,4,4,0,7,0
44,3,1,1,1,61346.0,989,4247,34,562,58,168,43,16,142,5,7,10,1,0,3,2
69,2,1,0,0,80812.0,1677,4266,95,769,22,500,210,143,33,4,8,5,1,3,2,2
51,3,0,1,2,42835.0,595,4345,64,379,4,93,12,9,98,6,6,4,7,0,6,1
39,2,1,1,1,39922.0,156,4481,30,29,12,59,19,1,36,3,0,4,2,0,8,0
66,3,0,0,0,86424.0,1226,4066,12,387,68,569,89,45,68,6,9,12,1,0,1,2
44,1,1,1,1,17117.0,128,4509,96,12,23,38,30,18,7,3,1,3,4,0,9,0
50,2,0,1,1,24762.0,86,4120,16,6,10,12,3,15,40,3,1,2,3,1,8,0
47,2,1,1,1,35797.0,68,4602,16,27,1,14,4,1,21,2,0,3,2,0,8,0
47,2,0,1,2,36627.0,16,4322,78,9,1,5,0,0,1,0,0,3,1,0,5,0
41,1,1,1,2,51111.0,55,3991,83,22,0,19,6,5,3,2,0,3,2,0,6,0
50,4,0,0,0,86857.0,2114,4636,96,899,102,838,133,102,40,5,6,10,1,0,2,2
52,4,1,0,0,82072.0,2018,4343,67,889,55,685,168,92,129,3,2,13,1,0,1,2
69,4,0,1,3,46231.0,263,4561,87,189,2,55,0,5,12,6,1,4,4,0,9,1
63,2,1,1,2,42243.0,55,4181,34,48,0,2,0,0,5,2,0,3,2,0,7,0
60,2,1,1,2,51195.0,564,4435,46,230,14,156,82,24,58,9,2,5,8,0,8,1
44,3,0,0,0,68092.0,1281,4176,7,852,60,207,78,36,48,2,6,10,2,0,5,2
49,2,1,1,1,31814.0,83,4486,73,35,3,20,4,1,20,2,0,3,2,1,9,0
57,3,0,1,2,51390.0,353,4640,54,205,20,47,23,2,56,5,2,5,6,0,5,1
39,2,1,0,0,76630.0,1003,4147,93,255,31,446,40,56,175,3,10,11,1,0,1,2
31,0,0,1,1,26868.0,14,4041,52,0,0,1,8,3,2,1,0,2,1,0,7,0
79,4,0,0,0,48948.0,902,4494,53,437,8,206,160,49,42,7,10,5,2,1,6,2
50,4,0,1,1,55260.0,1139,4545,81,825,8,53,11,0,242,8,10,5,2,0,6,1
66,2,1,1,1,64090.0,797,4307,8,316,58,161,76,51,135,6,9,4,1,0,5,2
64,2,0,1,1,78331.0,1638,4138,97,756,138,354,160,169,61,10,6,7,2,0,4,2
48,4,1,1,1,37087.0,401,4303,50,194,55,134,15,0,3,4,2,8,3,0,6,1
36,2,0,1,1,21846.0,84,4231,38,7,17,18,6,10,26,4,0,3,4,0,8,0
64,2,1,0,0,81320.0,928,4489,61,183,33,493,59,103,57,4,3,10,1,0,2,2
52,2,0,1,1,54137.0,203,4298,46,171,0,11,0,1,20,4,1,4,2,0,6,0
55,2,1,0,0,66825.0,858,4331,73,243,101,405,29,40,40,4,5,6,1,0,2,2
49,2,1,0,0,57100.0,409,4188,19,181,21,69,39,3,96,3,3,6,1,0,3,2
53,2,1,1,3,58917.0,282,4443,10,151,7,89,0,7,28,4,1,6,5,0,5,1
45,2,0,0,0,85072.0,1423,4062,94,494,92,391,194,11,241,3,4,10,1,0,0,2
61,2,0,0,0,86429.0,1449,4201,10,464,28,873,29,18,37,7,4,7,0,1,2,2
51,2,0,1,1,45684.0,28,4190,37,5,1,5,10,0,7,1,0,2,1,0,7,0
48,2,1,1,1,47889.0,67,4157,94,29,0,29,0,5,4,2,0,3,1,0,5,0
36,4,1,0,0,45921.0,199,4092,23,102,9,49,24,3,12,2,1,6,1,0,4,0
56,4,0,0,0,78420.0,1453,4346,75,604,28,674,91,28,28,3,10,8,1,0,1,2
30,2,1,0,0,75114.0,1253,4215,40,571,12,523,63,60,24,3,10,5,1,0,2,2
59,4,0,1,1,52278.0,1198,4501,24,953,0,71,0,0,174,10,5,10,6,0,8,1
50,3,1,1,1,35641.0,178,4331,11,63,3,67,8,9,28,3,1,4,2,0,7,0
28,2,0,0,0,95529.0,1990,4554,29,770,29,890,250,27,24,7,3,7,1,1,3,2
68,2,1,0,0,62820.0,976,4395,51,398,61,265,138,61,53,3,4,6,1,0,1,2
62,3,1,0,0,73113.0,1001,4166,86,741,19,154,50,9,28,3,4,7,1,0,2,2
40,4,1,0,0,84169.0,1919,4307,9,1478,19,403,0,19,0,7,6,6,1,2,3,2
68,1,0,1,1,42607.0,350,4205,30,156,29,56,30,32,47,3,2,7,2,0,3,1
68,4,0,0,0,74637.0,1650,4388,73,960,64,464,146,0,16,6,9,9,1,1,3,2
67,4,1,1,2,46015.0,46,4058,25,38,0,2,0,0,6,1,0,3,1,2,7,0
29,2,0,0,0,72354.0,1228,4419,67,315,26,473,220,12,182,2,10,6,1,0,1,2
53,3,0,1,1,39858.0,95,4502,67,15,20,25,2,7,26,2,0,4,1,0,6,0
74,4,1,1,2,34469.0,62,4037,58,19,6,20,0,5,12,1,1,4,3,0,4,0
36,2,1,1,1,83033.0,1761,4023,82,812,99,431,237,149,33,11,4,10,1,1,5,2
43,3,1,0,0,24401.0,467,4648,98,73,28,217,10,24,115,6,1,6,3,0,8,1
44,2,1,0,0,77583.0,1149,4120,93,372,23,384,250,12,108,4,5,9,1,1,2,2
40,1,0,0,0,74116.0,2052,4162,53,871,111,704,145,55,166,4,4,10,1,1,2,2
29,2,0,0,0,74293.0,1127,4037,66,375,152,335,93,91,81,5,4,6,1,0,2,2
46,4,1,1,1,68397.0,1416,4205,6,760,80,466,17,13,80,6,9,5,1,0,3,2
48,4,1,0,0,79632.0,1113,4063,42,471,0,510,99,21,12,6,4,9,1,0,2,2
33,2,0,1,1,46107.0,125,4120,78,31,9,27,16,9,33,1,1,4,1,0,3,0
71,4,0,1,1,64950.0,966,4667,29,819,0,72,12,0,63,11,2,10,2,1,7,1
33,0,1,1,1,25443.0,32,4535,82,1,4,3,8,9,7,1,0,3,1,0,8,0
70,2,0,0,0,75127.0,833,4019,92,203,35,305,46,17,227,2,11,5,1,0,1,2
51,4,1,1,1,32892.0,46,4016,78,26,0,15,2,1,2,3,0,3,2,0,8,0
51,2,1,0,0,71796.0,960,4229,54,354,21,311,167,75,32,9,3,4,1,0,4,2
52,4,1,1,1,67536.0,1829,4384,45,1253,0,447,23,71,35,11,5,11,3,1,8,1
51,2,0,1,1,55239.0,779,4331,59,371,17,238,23,24,106,7,5,11,3,0,5,1
47,4,0,1,1,60554.0,811,4305,8,588,7,76,110,15,15,8,4,9,2,0,6,1
70,1,0,1,2,64831.0,1120,4365,51,480,86,249,75,86,144,6,3,5,8,0,6,1
60,4,1,1,1,56067.0,725,4325,51,517,12,54,16,6,120,7,4,7,2,0,5,1
39,2,0,0,0,82025.0,1187,4378,76,267,98,606,48,70,98,3,2,6,1,1,1,2
69,2,1,0,0,94384.0,2302,4463,62,1111,24,790,160,45,172,5,8,5,0,3,2,2
36,0,0,0,0,14906.0,66,4535,86,7,7,14,7,16,15,2,1,3,3,0,7,0
35,4,1,0,0,51563.0,1250,4617,60,1166,0,48,0,0,36,4,4,10,1,2,8,1
40,1,1,1,1,57937.0,683,4114,56,261,42,144,55,48,133,4,4,9,3,0,3,2
43,2,0,1,2,68274.0,305,4253,83,135,25,51,23,25,46,4,2,5,2,0,3,1
45,2,1,1,1,39771.0,50,4186,92,6,2,18,2,8,14,2,0,3,1,0,4,0
47,1,0,1,1,67893.0,995,4617,31,711,28,142,49,18,47,3,2,9,2,0,8,1
43,4,1,1,1,27922.0,41,4031,80,11,0,13,2,4,11,2,0,3,1,0,4,0
46,4,1,1,2,52190.0,77,4033,39,42,0,17,0,0,18,2,1,3,3,1,5,0
49,3,0,1,2,44051.0,171,4497,20,79,7,58,6,3,18,3,1,4,4,0,6,0
51,4,0,1,2,42767.0,131,4395,53,20,6,43,19,5,38,3,1,2,1,0,8,0
46,3,1,1,2,46106.0,54,4030,84,30,0,8,2,0,14,1,1,2,1,0,6,0
46,4,1,1,2,16927.0,53,4485,50,20,2,23,3,1,4,3,0,4,5,0,8,0
57,2,1,1,1,59754.0,475,4556,96,115,27,44,4,146,139,5,2,6,3,0,5,1
70,2,0,1,1,53700.0,694,4662,94,263,5,233,69,41,83,5,5,8,4,0,5,1
49,2,1,1,2,59041.0,96,4034,25,69,2,15,2,2,6,2,0,4,2,0,5,0
65,4,0,1,1,54237.0,361,4409,48,267,3,30,4,0,57,5,2,5,4,0,6,1
55,2,0,1,1,70647.0,1079,4627,65,561,85,171,25,123,114,4,7,13,2,0,2,2
60,4,0,1,1,52597.0,578,4034,69,492,0,37,7,0,42,6,3,8,3,0,5,1
53,3,1,1,1,41021.0,64,4527,12,14,7,9,6,16,12,2,0,3,2,0,6,0
47,4,1,1,1,40233.0,149,4239,84,80,4,46,0,17,2,2,1,5,5,0,6,0
42,2,1,1,2,50183.0,231,3985,47,97,12,84,13,10,15,3,1,6,7,0,5,1
63,2,1,1,1,54753.0,728,4271,87,197,107,227,7,59,131,5,2,11,3,0,4,1
49,2,1,0,0,92955.0,1778,4295,35,693,21,925,31,24,84,6,7,9,1,2,2,2
49,2,1,1,1,33471.0,93,4606,47,43,2,27,0,9,12,3,0,4,3,0,7,0
48,4,1,1,1,34596.0,23,4423,48,14,0,2,0,0,7,1,0,2,1,0,8,0
42,2,1,1,1,44010.0,662,4605,46,186,36,234,86,72,48,10,2,6,6,0,9,1
34,2,1,0,0,84219.0,1198,4128,27,434,137,400,45,137,45,3,4,10,1,0,1,2
54,4,1,1,3,40706.0,81,4509,37,59,0,11,4,2,5,3,0,4,4,0,7,0
34,1,1,1,1,15716.0,92,4575,8,16,5,30,8,7,26,3,0,4,3,0,8,0
63,1,0,1,1,59052.0,491,4205,29,230,35,75,63,57,31,7,1,7,3,0,5,1
51,3,1,0,0,80573.0,1564,4604,85,829,138,430,60,92,15,4,6,13,1,0,2,2
60,2,1,0,0,83715.0,926,4127,2,318,8,407,150,35,8,2,8,13,1,0,0,2
63,3,1,0,0,82576.0,1910,4678,66,1206,55,445,168,18,18,2,4,12,1,1,1,2
57,3,1,1,3,56962.0,411,4242,60,292,3,77,10,3,26,6,3,5,7,0,7,1
70,2,1,1,2,35704.0,94,4158,54,30,9,12,2,11,30,2,0,4,3,0,4,0
68,2,1,1,1,53103.0,1085,4271,70,729,17,133,11,0,195,10,6,7,5,1,7,1
62,1,0,1,2,46779.0,23,4333,55,12,1,3,0,0,7,0,1,2,1,0,4,0
57,2,0,0,0,4861.0,6,3988,20,2,1,1,1,0,1,0,0,0,0,0,14,0
43,3,0,1,1,33462.0,54,4307,78,22,3,18,0,0,11,2,0,3,1,0,7,0
44,2,0,1,1,63693.0,1150,4239,63,587,43,337,42,87,54,11,6,9,3,0,6,1
72,2,1,0,0,80763.0,1415,4299,17,674,168,108,192,42,231,5,11,6,1,2,3,2
48,4,1,1,1,65352.0,405,4293,43,284,3,84,4,7,23,4,2,8,2,0,4,1
44,4,1,0,0,82170.0,1908,4197,13,1023,93,651,49,55,37,5,6,7,1,0,2,2
53,2,1,0,0,75759.0,2486,4228,46,1394,22,708,89,91,182,9,7,9,1,3,5,2
46,1,0,0,0,79689.0,1315,4394,65,311,26,640,180,37,121,4,9,13,1,0,2,2
66,4,0,1,2,35340.0,45,3981,1,27,0,12,0,1,5,2,0,3,2,0,5,0
68,2,0,0,0,85683.0,1789,4081,6,1296,17,311,45,69,51,2,4,10,1,4,1,2
50,1,1,1,1,24884.0,19,4558,32,3,6,7,0,0,3,0,0,3,1,0,7,0
41,3,1,1,1,42021.0,573,4648,34,393,5,136,7,5,27,10,1,6,5,1,9,1
33,2,0,1,1,64449.0,805,4112,70,218,63,282,137,35,70,5,3,12,4,0,4,2
68,2,0,1,2,64587.0,108,3988,49,66,0,16,0,6,20,1,1,4,2,0,3,0
27,2,0,0,0,34824.0,23,4076,65,4,2,11,2,0,4,1,0,2,1,0,6,0
44,2,1,0,0,75437.0,1493,4213,25,795,0,545,95,58,0,8,4,10,1,1,6,2
65,2,1,1,2,26091.0,89,4105,84,15,10,19,8,17,20,2,1,3,3,0,5,0
49,2,1,1,1,52845.0,936,4301,7,384,25,292,130,41,64,8,8,6,3,1,6,1
66,2,0,1,1,46086.0,343,4219,34,244,8,32,7,2,50,3,1,8,4,0,4,1
66,4,0,1,1,78028.0,528,4638,38,158,19,288,25,0,38,6,4,9,1,2,7,1
35,4,0,0,0,95169.0,1901,4244,1,1285,21,449,106,20,20,4,3,4,1,2,1,2
41,1,1,1,2,56337.0,724,4440,25,349,16,144,28,5,182,8,5,4,5,2,8,1
35,2,1,1,1,22434.0,58,4482,25,4,12,11,3,13,15,2,0,3,2,0,8,0
68,4,1,1,1,36930.0,297,4389,50,223,2,31,0,2,39,5,2,4,5,0,8,1
68,2,0,1,1,36130.0,488,4493,46,157,43,127,68,56,37,3,8,4,6,1,4,1
69,3,1,1,1,65569.0,859,4582,96,397,46,288,20,38,70,6,5,10,2,0,3,1
70,2,1,0,0,83844.0,1574,4394,57,901,31,345,75,31,191,4,4,11,1,1,1,2
54,2,1,1,2,19514.0,69,4135,47,14,3,21,2,1,28,3,1,2,4,1,8,0
59,4,0,1,2,36736.0,17,4396,52,10,0,3,0,0,4,1,0,2,1,0,6,0
43,2,1,1,1,77568.0,2194,4654,30,1230,0,396,232,178,158,10,2,8,1,3,5,2
46,4,1,1,1,49187.0,116,4150,63,81,1,31,2,1,0,1,1,5,1,0,2,0
44,2,0,1,1,30168.0,279,4460,51,154,20,66,0,12,27,6,1,4,7,0,9,1
54,3,1,1,1,34053.0,103,4638,14,63,0,21,7,0,12,3,0,3,1,0,8,0
51,3,1,1,2,38196.0,44,4053,20,30,0,11,0,0,3,2,0,4,3,0,5,0
71,3,1,0,0,59412.0,406,4052,56,90,67,165,30,43,11,4,2,8,1,0,3,2
57,1,1,0,0,70924.0,1363,4064,41,635,114,254,132,152,76,6,6,7,1,1,3,2
53,2,1,0,0,54165.0,236,4378,72,127,4,73,15,6,11,2,1,7,1,0,2,2
49,2,1,1,1,32300.0,39,4523,1,13,3,6,6,5,6,1,0,3,1,0,8,0
46,2,0,0,0,20180.0,137,4475,27,18,42,24,15,20,18,2,1,4,1,0,7,0
49,2,1,1,1,34961.0,79,3991,77,45,2,26,4,1,1,3,1,3,3,0,7,0
48,4,1,1,1,28440.0,63,4338,87,38,1,24,0,0,0,2,0,3,1,0,8,0
69,4,1,1,3,64504.0,1314,4463,81,986,36,168,16,0,108,11,3,4,7,0,7,1
56,3,1,1,1,33564.0,71,3986,51,61,0,3,0,0,7,1,1,3,1,0,5,0
44,2,1,1,1,17345.0,58,4584,79,4,9,16,17,0,12,2,1,2,2,0,8,0
55,4,1,1,1,56320.0,702,4428,11,201,53,172,116,77,83,5,4,9,3,0,4,1
44,2,0,1,1,28647.0,94,4293,54,19,8,29,0,12,26,2,2,2,1,1,7,0
35,0,0,1,1,15038.0,80,4497,93,4,8,11,19,12,26,2,1,2,2,0,9,0
64,4,0,1,1,32173.0,22,4313,0,18,0,2,0,0,2,1,0,3,1,0,4,0
58,1,1,1,1,68316.0,1211,4583,54,806,80,161,120,11,33,10,7,10,5,0,6,1
51,2,1,0,0,74538.0,1461,4346,21,380,98,733,110,112,28,8,8,5,1,1,3,2
51,2,0,0,0,91700.0,1968,4509,58,576,172,961,125,115,19,8,6,5,1,0,3,2
53,2,1,0,0,68695.0,1091,3985,3,458,81,356,106,50,40,4,4,7,1,0,2,2
45,1,1,1,1,31056.0,55,4504,99,5,10,13,3,8,16,1,0,3,1,0,8,0
49,2,1,0,0,79593.0,1366,4029,70,350,60,568,110,133,145,5,6,7,1,1,2,2
42,2,0,0,0,28071.0,313,4650,65,39,33,130,41,26,44,5,1,5,2,0,8,1
64,4,1,1,2,37334.0,62,4104,44,26,1,16,2,2,15,3,0,4,4,0,4,0
50,3,0,1,2,46423.0,92,4265,6,68,0,16,0,0,8,2,0,4,3,0,7,0
51,4,1,1,1,37126.0,72,4072,9,45,3,9,4,4,7,1,2,2,1,1,6,0
69,2,1,1,1,47703.0,655,4377,95,359,0,134,13,26,123,6,3,8,4,0,5,1
63,2,1,1,1,61180.0,704,4048,70,403,24,29,6,24,218,5,5,6,2,1,3,1
68,2,1,1,2,38998.0,54,4584,92,34,1,14,0,0,5,2,0,3,3,0,8,0
31,2,0,0,0,8028.0,178,4630,62,73,18,66,7,12,2,0,1,0,15,0,19,0
60,2,1,0,0,76081.0,1033,4018,85,292,30,415,63,33,200,4,5,4,1,1,2,2
36,2,1,1,1,34728.0,36,4315,2,14,0,16,0,0,6,1,1,2,1,0,6,0
57,3,0,1,1,33168.0,122,4605,0,80,1,37,0,1,3,2,1,4,3,0,7,0
56,3,1,1,1,33585.0,122,4258,91,30,11,33,13,6,29,2,0,4,1,0,4,0
62,4,1,1,1,77037.0,1123,4240,3,463,96,333,168,53,10,7,7,12,1,0,3,2
38,2,1,1,1,35196.0,497,4574,68,75,12,141,43,39,187,6,1,5,6,0,8,1
56,2,1,1,1,44529.0,691,4340,98,538,13,91,17,6,26,6,2,11,6,1,5,1
57,1,1,0,0,70924.0,1363,4064,41,635,114,254,132,152,76,6,6,7,1,1,3,2
56,4,1,1,2,28764.0,12,4005,16,8,0,3,0,0,1,1,0,2,1,1,8,0
73,4,1,0,0,69098.0,2440,4479,82,1315,22,780,145,0,178,7,8,9,1,0,5,2
52,1,0,1,2,25959.0,56,4481,1,4,2,12,7,5,26,1,2,2,2,0,6,0
39,3,1,1,1,27100.0,37,4431,64,12,0,13,2,0,10,1,0,3,1,0,7,0
37,2,0,0,0,70596.0,968,4613,68,347,44,534,17,0,26,3,5,12,1,0,2,2
48,2,1,1,1,42557.0,270,4650,98,192,5,53,0,5,15,6,1,4,4,0,8,1
71,4,1,0,0,53312.0,278,4305,32,241,0,12,0,0,25,5,1,5,1,0,7,0
70,2,0,0,0,72228.0,1250,4560,87,631,28,491,30,14,56,6,7,8,1,0,3,2
35,2,1,0,0,67605.0,938,4436,84,336,28,282,184,54,54,2,8,6,1,0,1,2
73,3,1,1,2,62845.0,1178,4617,3,1099,0,45,0,0,34,3,4,10,11,1,8,1
64,2,1,1,2,65196.0,1155,4320,34,743,19,181,12,0,200,7,6,11,2,1,5,1
35,4,0,0,0,42000.0,653,4516,23,124,83,267,85,59,35,5,2,11,2,0,5,2
49,4,0,1,2,35860.0,49,4022,37,15,0,8,4,2,20,1,1,2,2,1,5,0
58,4,1,1,1,65526.0,506,4060,22,397,19,69,12,0,9,4,4,8,1,0,2,1
61,2,1,1,2,16860.0,38,4636,19,10,4,4,3,3,14,1,1,3,3,0,7,0
30,2,0,0,0,83528.0,1650,4040,7,530,117,678,134,44,147,4,10,8,1,2,1,2
57,1,0,1,1,64176.0,1826,4676,52,1215,33,249,64,116,149,8,9,8,8,0,6,1
66,2,0,0,0,22304.0,18,4675,91,3,2,7,0,4,2,1,0,2,1,0,8,0
44,2,1,0,0,67023.0,906,4098,93,444,44,382,11,8,17,3,7,13,1,0,2,2
51,4,1,1,1,32892.0,46,4016,78,26,0,15,2,1,2,3,0,3,2,0,8,0
56,2,1,1,1,70713.0,1477,4554,23,736,114,279,82,76,190,5,6,8,6,0,3,1
67,2,1,1,1,59925.0,766,4557,83,473,21,176,19,21,56,9,2,9,3,0,6,1
69,2,1,1,1,39722.0,47,4106,92,32,0,5,2,0,8,2,0,3,2,0,5,0
64,2,1,0,0,46610.0,467,4327,4,288,10,30,4,10,125,6,1,6,1,0,6,1
61,2,1,0,0,88347.0,2116,4342,32,1050,178,555,77,138,118,4,7,9,1,1,1,2
41,4,1,0,0,87171.0,1298,4405,27,1001,44,107,58,44,44,6,7,11,1,2,2,2
46,1,1,1,2,26907.0,22,4294,10,9,1,7,0,3,2,1,0,3,2,0,7,0
54,3,0,1,1,50014.0,396,4139,9,234,14,77,19,10,42,4,1,8,2,0,5,1
44,4,1,1,1,41014.0,20,4414,65,7,2,6,2,0,3,1,0,2,1,0,7,0
57,2,0,0,0,66294.0,967,4085,68,251,108,334,65,92,117,4,3,5,1,0,2,2
51,2,1,1,1,36715.0,357,4570,16,172,10,125,21,13,16,7,2,4,6,0,9,1
66,2,1,0,0,79456.0,1401,4657,12,565,42,548,64,83,99,5,6,4,1,0,3,2
40,2,1,1,1,40479.0,15,4297,95,5,0,8,2,0,0,0,0,3,1,0,4,0
52,3,0,0,0,75345.0,2087,4493,16,918,57,842,99,38,133,5,8,6,1,1,3,2
45,2,1,1,1,54233.0,981,4491,46,652,8,158,21,0,142,11,6,5,4,0,8,1
52,2,0,1,2,24163.0,17,4241,3,4,1,7,2,1,2,1,0,3,2,0,4,0
64,4,1,0,0,84460.0,523,4522,80,152,27,103,106,54,81,9,9,4,0,4,5,2
39,2,1,1,1,43776.0,23,4038,77,8,0,9,2,1,3,1,0,2,1,0,6,0
64,4,0,0,0,71691.0,1192,4085,0,336,130,411,240,32,43,4,7,5,1,0,2,2
49,4,1,0,0,85844.0,1958,4012,62,938,19,843,25,95,38,6,6,7,1,1,2,2
48,4,0,1,1,39190.0,133,4045,91,68,8,18,19,8,12,2,1,4,2,0,5,0
63,2,1,0,0,71367.0,777,4291,24,227,23,389,42,21,75,4,5,7,1,0,2,2
50,4,0,1,2,38578.0,73,4353,2,38,4,22,3,3,3,3,0,3,3,0,8,0
57,4,1,1,2,57236.0,121,4090,22,105,0,9,2,1,4,2,1,4,3,0,3,0
43,2,0,1,1,61825.0,424,4307,56,162,50,100,55,30,27,4,2,8,1,0,4,1
64,2,0,1,1,79803.0,868,4008,54,574,8,216,21,16,33,4,3,5,1,0,1,2
36,1,0,0,0,80910.0,756,4587,71,160,80,369,67,39,41,3,3,8,1,0,1,2
40,3,1,1,1,27590.0,12,4413,38,6,0,5,0,0,1,1,0,2,1,0,7,0
43,2,1,1,1,56775.0,937,4524,62,614,35,160,58,35,35,5,8,10,2,0,5,1
47,2,0,0,0,83829.0,1862,4245,78,897,161,430,186,161,27,4,7,6,0,3,1,2
43,1,1,1,1,54210.0,367,4386,18,70,54,109,80,9,45,4,1,7,2,0,5,1
36,2,1,1,1,38508.0,443,4312,95,120,19,206,25,19,54,7,2,5,6,0,8,1
52,2,1,1,1,53187.0,267,4227,66,211,2,30,7,7,10,4,1,6,2,0,5,0
50,2,1,1,1,30023.0,61,4078,28,11,0,16,7,6,21,2,0,3,1,0,8,0
62,4,0,0,0,76045.0,1323,4207,78,760,53,400,17,93,0,4,5,11,1,1,2,2
70,4,1,1,1,50870.0,63,3991,13,53,0,8,0,0,2,2,0,3,1,0,5,0
52,1,1,0,0,15315.0,64,4311,27,7,4,13,15,8,17,2,0,4,2,0,5,0
48,1,1,1,1,65463.0,562,4131,17,391,32,70,21,32,16,6,2,9,2,1,5,1
57,2,1,1,2,66480.0,312,4010,71,199,9,57,20,21,6,4,1,7,7,0,4,1
68,2,0,0,0,76773.0,1156,4470,79,516,56,449,86,33,16,2,2,11,1,0,1,2
39,1,0,0,0,81698.0,1104,4466,1,709,45,115,30,160,45,8,2,5,1,1,5,2
49,4,0,1,2,54466.0,16,4121,78,12,0,4,0,0,0,1,0,2,1,0,5,0
62,3,0,0,0,98777.0,2008,4113,23,1000,19,711,125,115,38,4,6,9,0,1,1,2
38,4,0,1,1,16269.0,44,4284,75,19,3,18,3,1,0,3,0,3,3,0,8,0
51,2,1,1,1,71819.0,1574,4286,70,1224,28,140,0,14,168,3,3,5,3,2,6,1
39,4,1,1,1,33569.0,63,4237,10,16,2,18,3,0,24,1,1,2,1,1,8,0
39,3,1,0,0,36262.0,426,4263,24,88,39,54,64,28,153,3,5,3,1,1,6,2
56,0,1,0,0,22634.0,96,4510,47,2,23,11,8,6,46,2,1,2,1,0,8,0
44,1,1,1,1,47025.0,635,4271,98,508,11,59,23,5,29,11,1,6,5,0,9,1
54,2,0,1,1,70566.0,757,4247,4,381,28,215,84,28,21,6,5,9,2,0,3,2
43,4,1,1,1,31605.0,125,4565,15,74,0,42,2,1,6,2,1,4,2,0,7,0
49,3,0,1,2,52034.0,332,4389,67,146,0,93,7,13,73,4,2,5,5,0,7,1
43,2,0,1,1,48526.0,135,4168,32,23,17,23,43,20,9,2,1,4,1,0,3,0
68,2,1,1,1,46734.0,330,4569,40,110,5,137,26,23,29,6,1,5,2,0,7,1
60,2,0,1,2,39552.0,384,4539,54,165,3,147,4,24,41,6,2,5,7,0,8,1
56,2,0,1,2,86358.0,1722,4671,78,957,47,494,82,47,95,5,3,6,4,0,8,1
45,2,1,1,3,46931.0,78,4047,94,41,0,17,3,1,16,1,1,3,2,0,3,0
37,0,0,0,0,16581.0,24,4514,51,1,3,4,2,3,11,0,0,3,1,0,4,0
70,1,0,0,0,63998.0,1168,4172,42,176,29,818,0,33,112,7,6,11,1,0,4,2
71,3,1,1,1,67381.0,957,4511,67,815,8,53,11,0,70,2,2,9,4,1,7,1
55,2,0,1,2,25930.0,15,4243,87,6,1,2,2,0,4,1,0,2,1,0,7,0
44,2,1,1,1,42693.0,57,4003,29,8,4,20,6,3,16,1,0,3,1,0,5,0
46,2,1,1,1,85606.0,1956,4575,89,717,42,864,219,30,84,6,7,9,2,1,3,2
37,2,0,0,0,72903.0,2013,4224,74,1067,138,750,0,19,39,7,5,8,1,3,4,2
48,1,1,1,1,49669.0,326,4017,97,166,5,107,11,8,29,5,1,6,2,0,6,1
54,4,1,1,2,36778.0,77,4674,63,29,4,34,2,4,4,3,0,3,3,0,9,0
60,4,0,0,0,85696.0,1313,4403,88,714,76,395,116,0,12,4,6,9,1,0,1,2
33,3,0,0,0,10979.0,30,4019,34,8,4,10,2,2,4,3,0,3,2,0,5,0
61,2,1,1,1,49678.0,315,4493,81,229,5,56,3,2,20,6,2,4,2,0,7,1
69,3,1,1,1,56129.0,660,4355,65,320,48,133,39,72,48,6,2,10,4,0,4,1
33,2,1,1,1,37155.0,74,4495,51,23,0,26,7,15,3,2,0,4,1,0,5,0
44,1,0,1,1,21282.0,46,4030,76,1,5,8,4,8,20,2,1,2,2,0,6,0
60,4,0,1,1,33419.0,86,4297,76,56,0,12,0,0,18,2,0,4,2,0,7,0
77,2,0,0,0,63285.0,1103,4217,84,508,124,249,50,38,134,6,5,13,1,0,3,2
48,3,1,1,1,21255.0,61,4140,56,29,0,25,2,2,3,2,1,4,4,0,4,0
